"","_id","operator_registration_number","postal_code","ward_number","ward_name"
"1",1727978,"STR-2210-HKLRVK","M4P","15.0","Don Valley West"
"2",1727979,"STR-2205-FPPVHC","M5G","11.0","University-Rosedale"
"3",1727980,"STR-2012-HRBHHK","M6A","08","Eglinton-Lawrence"
"4",1727981,"STR-2203-GGMPHF","M5S","13.0","Toronto Centre"
"5",1727982,"STR-2012-FDZBHB","M4X","13","Toronto Centre"
"6",1727983,"STR-2204-FLKBHB","M6M","5.0","York South-Weston"
"7",1727984,"STR-2212-JGRPHZ","M6E","09","Davenport"
"8",1727985,"STR-2206-FXDDVD","M4W","13.0","Toronto Centre"
"9",1727986,"STR-2301-GCKRVS","M6J","11","University-Rosedale"
"10",1727987,"STR-2108-FWMHHD","M6K","09","Davenport"
"11",1727988,"STR-2208-HZWBHM","M8V","3.0","Etobicoke-Lakeshore"
"12",1727989,"STR-2209-FSGXVC","M6K","04","Parkdale-High Park"
"13",1727990,"STR-2111-HJZKVK","M5T","11","University-Rosedale"
"14",1727991,"STR-2203-FLFHHB","M5T","11","University-Rosedale"
"15",1727992,"STR-2009-GCXPBF","M1L","20","Scarborough Southwest"
"16",1727993,"STR-2009-GLDPBG","M6J","09","Davenport"
"17",1727994,"STR-2009-GTKPBH","M6J","11","University-Rosedale"
"18",1727995,"STR-2009-HJXPBK","M4R","08","Eglinton-Lawrence"
"19",1727996,"STR-2009-HSDPBL","M6J","10","Spadina-Fort York"
"20",1727997,"STR-2009-HZKPBM","M6N","09","Davenport"
"21",1727998,"STR-2009-FFFVBB","M6R","04","Parkdale-High Park"
"22",1727999,"STR-2009-GCYVBF","M8Y","03","Etobicoke-Lakeshore"
"23",1728000,"STR-2009-HSFVBL","M9B","03","Etobicoke-Lakeshore"
"24",1728001,"STR-2009-HZLVBM","M2L","15","Don Valley West"
"25",1728002,"STR-2009-FFWHBB","M1T","22","Scarborough-Agincourt"
"26",1728003,"STR-2009-FPCHBC","M5A","13","Toronto Centre"
"27",1728004,"STR-2009-GDQHBF","M4G","15","Don Valley West"
"28",1728005,"STR-2009-GLWHBG","M5J","10","Spadina-Fort York"
"29",1728006,"STR-2009-GVCHBH","M2N","18","Willowdale"
"30",1728007,"STR-2009-GFFVBF","M5V","10","Spadina-Fort York"
"31",1728008,"STR-2009-GMLVBG","M6J","10","Spadina-Fort York"
"32",1728009,"STR-2009-GVSVBH","M5T","10","Spadina-Fort York"
"33",1728010,"STR-2009-FHCHBB","M8Z","03","Etobicoke-Lakeshore"
"34",1728011,"STR-2009-GWJHBH","M3H","06","York Centre"
"35",1728012,"STR-2009-HLWHBK","M5J","10","Spadina-Fort York"
"36",1728013,"STR-2009-FHSVBB","M4J","14","Toronto-Danforth"
"37",1728014,"STR-2009-FQYVBC","M4L","19","Beaches-East York"
"38",1728015,"STR-2009-GGLVBF","M1E","24","Scarborough-Guildwood"
"39",1728016,"STR-2009-GPSVBG","M5S","11","University-Rosedale"
"40",1728017,"STR-2009-HMLVBK","M6J","10","Spadina-Fort York"
"41",1728018,"STR-2009-FYWHBD","M6B","08","Eglinton-Lawrence"
"42",1728019,"STR-2009-GHCHBF","M5V","10","Spadina-Fort York"
"43",1728020,"STR-2009-HPCHBK","M5V","10","Spadina-Fort York"
"44",1728021,"STR-2009-HWJHBL","M5A","13","Toronto Centre"
"45",1728022,"STR-2009-JDQHBM","M5R","11","University-Rosedale"
"46",1728023,"STR-2009-GYFVBH","M6B","08","Eglinton-Lawrence"
"47",1728024,"STR-2009-HWYVBL","M5V","10","Spadina-Fort York"
"48",1728025,"STR-2009-JFFVBM","M2M","18","Willowdale"
"49",1728026,"STR-2009-FKQHBB","M1L","20","Scarborough Southwest"
"50",1728027,"STR-2009-FSWHBC","M6G","12","Toronto-St. Paul's"
"51",1728028,"STR-2009-GJJHBF","M6E","08","Eglinton-Lawrence"
"52",1728029,"STR-2009-GRQHBG","M5A","13","Toronto Centre"
"53",1728030,"STR-2009-GYWHBH","M4L","14","Toronto-Danforth"
"54",1728031,"STR-2009-HQJHBK","M3L","07","Humber River-Black Creek"
"55",1728032,"STR-2009-HXQHBL","M6E","09","Davenport"
"56",1728033,"STR-2009-JFWHBM","M5B","13","Toronto Centre"
"57",1728034,"STR-2009-FLFVBB","M5R","11","University-Rosedale"
"58",1728035,"STR-2009-GBSVBD","M5R","11","University-Rosedale"
"59",1728036,"STR-2009-FDQKPB","M6H","09","Davenport"
"60",1728037,"STR-2009-FLWKPC","M5V","10","Spadina-Fort York"
"61",1728038,"STR-2009-GCJKPF","M8W","03","Etobicoke-Lakeshore"
"62",1728039,"STR-2009-GSWKPH","M2N","18","Willowdale"
"63",1728040,"STR-2009-HBCKPJ","M6G","11","University-Rosedale"
"64",1728041,"STR-2009-FFFXPB","M9B","03","Etobicoke-Lakeshore"
"65",1728042,"STR-2009-FMLXPC","M4J","14","Toronto-Danforth"
"66",1728043,"STR-2009-FVSXPD","M5J","10","Spadina-Fort York"
"67",1728044,"STR-2009-HJYXPK","M1P","21","Scarborough Centre"
"68",1728045,"STR-2009-HZLXPM","M6G","12","Toronto-St. Paul's"
"69",1728046,"STR-2009-GLWKPG","M5J","10","Spadina-Fort York"
"70",1728047,"STR-2009-GVCKPH","M1N","20","Scarborough Southwest"
"71",1728048,"STR-2009-FPSXPC","M4S","12","Toronto-St. Paul's"
"72",1728049,"STR-2009-FWYXPD","M6G","12","Toronto-St. Paul's"
"73",1728050,"STR-2009-GFFXPF","M2H","17","Don Valley North"
"74",1728051,"STR-2009-HCYXPJ","M6J","09","Davenport"
"75",1728052,"STR-2009-HLFXPK","M9W","01","Etobicoke North"
"76",1728053,"STR-2009-GPCKPG","M1V","23","Scarborough North"
"77",1728054,"STR-2009-GWJKPH","M5V","10","Spadina-Fort York"
"78",1728055,"STR-2009-FHSXPB","M6R","04","Parkdale-High Park"
"79",1728056,"STR-2009-GGLXPF","M4Y","13","Toronto Centre"
"80",1728057,"STR-2009-GWYXPH","M6P","04","Parkdale-High Park"
"81",1728058,"STR-2009-HFFXPJ","M8V","03","Etobicoke-Lakeshore"
"82",1728059,"STR-2009-JCYXPM","M5A","13","Toronto Centre"
"83",1728060,"STR-2009-GXQKPH","M4C","19","Beaches-East York"
"84",1728061,"STR-2009-FSFXPC","M1N","20","Scarborough Southwest"
"85",1728062,"STR-2009-FZLXPD","M2N","18","Willowdale"
"86",1728063,"STR-2009-GQYXPG","M9P","02","Etobicoke Centre"
"87",1728064,"STR-2009-HWYXPL","M4Y","13","Toronto Centre"
"88",1728065,"STR-2009-FSWKPC","M5B","13","Toronto Centre"
"89",1728066,"STR-2009-GBCKPD","M6M","05","York South-Weston"
"90",1728067,"STR-2009-GYWKPH","M4M","14","Toronto-Danforth"
"91",1728068,"STR-2009-HHCKPJ","M1R","21","Scarborough Centre"
"92",1728069,"STR-2009-HXQKPL","M5S","13","Toronto Centre"
"93",1728070,"STR-2009-FLFXPB","M6A","08","Eglinton-Lawrence"
"94",1728071,"STR-2009-FTLXPC","M1B","25","Scarborough-Rouge Park"
"95",1728072,"STR-2009-GBSXPD","M6H","09","Davenport"
"96",1728073,"STR-2009-GJYXPF","M1N","20","Scarborough Southwest"
"97",1728074,"STR-2009-HHSXPJ","M6H","09","Davenport"
"98",1728075,"STR-2009-HYFXPL","M1P","21","Scarborough Centre"
"99",1728076,"STR-2009-GKRRPG","M6R","04","Parkdale-High Park"
"100",1728077,"STR-2009-GSXRPH","M5A","13","Toronto Centre"
"101",1728078,"STR-2009-HJKRPK","M5M","08","Eglinton-Lawrence"
"102",1728079,"STR-2009-HYXRPM","M9W","01","Etobicoke North"
"103",1728080,"STR-2009-GDBDPF","M1N","20","Scarborough Southwest"
"104",1728081,"STR-2009-GLHDPG","M6P","09","Davenport"
"105",1728082,"STR-2009-HZPDPM","M1E","24","Scarborough-Guildwood"
"106",1728083,"STR-2009-FPDRPC","M2K","17","Don Valley North"
"107",1728084,"STR-2009-GDRRPF","M6J","09","Davenport"
"108",1728085,"STR-2009-GLXRPG","M6J","10","Spadina-Fort York"
"109",1728086,"STR-2009-GVDRPH","M1L","20","Scarborough Southwest"
"110",1728087,"STR-2009-HCKRPJ","M6N","09","Davenport"
"111",1728088,"STR-2009-JBDRPM","M6R","04","Parkdale-High Park"
"112",1728089,"STR-2009-FPVDPC","M4A","16","Don Valley East"
"113",1728090,"STR-2009-GMPDPG","M6P","04","Parkdale-High Park"
"114",1728091,"STR-2009-GVVDPH","M1E","25","Scarborough-Rouge Park"
"115",1728092,"STR-2009-HTPDPL","M5A","13","Toronto Centre"
"116",1728093,"STR-2009-FHDRPB","M6C","12","Toronto-St. Paul's"
"117",1728094,"STR-2009-FXRRPD","M6J","10","Spadina-Fort York"
"118",1728095,"STR-2009-GPDRPG","M9P","02","Etobicoke Centre"
"119",1728096,"STR-2009-HLXRPK","M2K","17","Don Valley North"
"120",1728097,"STR-2009-HVDRPL","M9W","01","Etobicoke North"
"121",1728098,"STR-2009-FHVDPB","M4M","14","Toronto-Danforth"
"122",1728099,"STR-2009-FYHDPD","M8V","03","Etobicoke-Lakeshore"
"123",1728100,"STR-2009-GGPDPF","M4Y","13","Toronto Centre"
"124",1728101,"STR-2009-GXBDPH","M4A","16","Don Valley East"
"125",1728102,"STR-2009-HFHDPJ","M6J","10","Spadina-Fort York"
"126",1728103,"STR-2009-HMPDPK","M6R","04","Parkdale-High Park"
"127",1728104,"STR-2009-HVVDPL","M6G","11","University-Rosedale"
"128",1728105,"STR-2009-GHDRPF","M5V","10","Spadina-Fort York"
"129",1728106,"STR-2009-GQKRPG","M6J","10","Spadina-Fort York"
"130",1728107,"STR-2009-GXRRPH","M4X","13","Toronto Centre"
"131",1728108,"STR-2009-HPDRPK","M6S","04","Parkdale-High Park"
"132",1728109,"STR-2009-HWKRPL","M8Z","03","Etobicoke-Lakeshore"
"133",1728110,"STR-2009-JDRRPM","M3B","16","Don Valley East"
"134",1728111,"STR-2009-FKBDPB","M4M","14","Toronto-Danforth"
"135",1728112,"STR-2009-GRBDPG","M4C","19","Beaches-East York"
"136",1728113,"STR-2009-GYHDPH","M1S","22","Scarborough-Agincourt"
"137",1728114,"STR-2009-HGPDPJ","M1W","22","Scarborough-Agincourt"
"138",1728115,"STR-2009-HPVDPK","M4M","14","Toronto-Danforth"
"139",1728116,"STR-2009-FKRRPB","M6J","10","Spadina-Fort York"
"140",1728117,"STR-2009-FSXRPC","M5J","10","Spadina-Fort York"
"141",1728118,"STR-2009-GBDRPD","M5A","10","Spadina-Fort York"
"142",1728119,"STR-2009-GRRRPG","M5A","13","Toronto Centre"
"143",1728120,"STR-2009-GYXRPH","M2K","17","Don Valley North"
"144",1728121,"STR-2009-HXRRPL","M6S","04","Parkdale-High Park"
"145",1728122,"STR-2009-JFXRPM","M6E","09","Davenport"
"146",1728123,"STR-2009-GBVDPD","M5R","11","University-Rosedale"
"147",1728124,"STR-2009-GSHDPG","M5J","10","Spadina-Fort York"
"148",1728125,"STR-2009-HHVDPJ","M5V","10","Spadina-Fort York"
"149",1728126,"STR-2009-HRBDPK","M2J","17","Don Valley North"
"150",1728127,"STR-2009-FDSXPB","M2H","17","Don Valley North"
"151",1728128,"STR-2009-FLYXPC","M4M","14","Toronto-Danforth"
"152",1728129,"STR-2009-FVFXPD","M8Z","03","Etobicoke-Lakeshore"
"153",1728130,"STR-2009-GCLXPF","M1J","21","Scarborough Centre"
"154",1728131,"STR-2009-HBFXPJ","M1T","22","Scarborough-Agincourt"
"155",1728132,"STR-2009-FFJKPB","M6K","10","Spadina-Fort York"
"156",1728133,"STR-2009-FMQKPC","M9W","01","Etobicoke North"
"157",1728134,"STR-2009-FVWKPD","M6N","05","York South-Weston"
"158",1728135,"STR-2009-GDCKPF","M1E","25","Scarborough-Rouge Park"
"159",1728136,"STR-2009-GLJKPG","M1J","24","Scarborough-Guildwood"
"160",1728137,"STR-2009-GTQKPH","M5R","11","University-Rosedale"
"161",1728138,"STR-2009-HBWKPJ","M6H","09","Davenport"
"162",1728139,"STR-2009-HZQKPM","M2J","17","Don Valley North"
"163",1728140,"STR-2009-FWLXPD","M3M","06","York Centre"
"164",1728141,"STR-2009-GDSXPF","M1W","22","Scarborough-Agincourt"
"165",1728142,"STR-2009-GVFXPH","M4G","15","Don Valley West"
"166",1728143,"STR-2009-HSYXPL","M1R","21","Scarborough Centre"
"167",1728144,"STR-2009-FGQKPB","M5A","13","Toronto Centre"
"168",1728145,"STR-2009-FPWKPC","M4W","11","University-Rosedale"
"169",1728146,"STR-2009-GMQKPG","M5R","11","University-Rosedale"
"170",1728147,"STR-2009-GVWKPH","M4W","11","University-Rosedale"
"171",1728148,"STR-2009-HDCKPJ","M4A","16","Don Valley East"
"172",1728149,"STR-2009-JBWKPM","M6S","04","Parkdale-High Park"
"173",1728150,"STR-2009-FHFXPB","M1E","24","Scarborough-Guildwood"
"174",1728151,"STR-2009-FXSXPD","M8W","03","Etobicoke-Lakeshore"
"175",1728152,"STR-2009-GWLXPH","M1S","22","Scarborough-Agincourt"
"176",1728153,"STR-2009-JCLXPM","M6P","04","Parkdale-High Park"
"177",1728154,"STR-2009-FRCKPC","M4L","14","Toronto-Danforth"
"178",1728155,"STR-2009-HMQKPK","M4C","19","Beaches-East York"
"179",1728156,"STR-2009-HVWKPL","M5H","10","Spadina-Fort York"
"180",1728157,"STR-2009-JDCKPM","M6J","11","University-Rosedale"
"181",1728158,"STR-2009-FJLXPB","M4K","14","Toronto-Danforth"
"182",1728159,"STR-2009-GQLXPG","M2N","18","Willowdale"
"183",1728160,"STR-2212-FTDPHQ","M4K","14","Toronto-Danforth"
"184",1728161,"STR-2009-HWLXPL","M3J","07","Humber River-Black Creek"
"185",1728162,"STR-2010-FSJKPC","M4K","14","Toronto-Danforth"
"186",1728163,"STR-2010-FZQKPD","M3L","06","York Centre"
"187",1728164,"STR-2010-GRCKPG","M5T","11","University-Rosedale"
"188",1728165,"STR-2010-GYJKPH","M4Y","13","Toronto Centre"
"189",1728166,"STR-2010-HPWKPK","M4L","19","Beaches-East York"
"190",1728167,"STR-2010-FKSXPB","M6R","04","Parkdale-High Park"
"191",1728168,"STR-2010-FSYXPC","M3H","06","York Centre"
"192",1728169,"STR-2010-GJLXPF","M5J","10","Spadina-Fort York"
"193",1728170,"STR-2010-HHFXPJ","M5B","13","Toronto Centre"
"194",1728171,"STR-2010-JFYXPM","M1R","21","Scarborough Centre"
"195",1728172,"STR-2010-GBWKPD","M4S","12","Toronto-St. Paul's"
"196",1728173,"STR-2010-GSJKPG","M6J","10","Spadina-Fort York"
"197",1728174,"STR-2010-HHWKPJ","M6J","11","University-Rosedale"
"198",1728175,"STR-2010-FVHDPD","M1N","20","Scarborough Southwest"
"199",1728176,"STR-2010-HRVDPL","M6C","12","Toronto-St. Paul's"
"200",1728177,"STR-2010-GMBDPG","M5J","10","Spadina-Fort York"
"201",1728178,"STR-2010-HTBDPL","M8V","03","Etobicoke-Lakeshore"
"202",1728179,"STR-2010-GMRRPG","M2J","17","Don Valley North"
"203",1728180,"STR-2010-HDDRPJ","M6J","09","Davenport"
"204",1728181,"STR-2010-HTRRPL","M6K","09","Davenport"
"205",1728182,"STR-2010-FXVDPD","M1N","20","Scarborough Southwest"
"206",1728183,"STR-2010-GPHDPG","M2J","17","Don Valley North"
"207",1728184,"STR-2010-GWPDPH","M6R","04","Parkdale-High Park"
"208",1728185,"STR-2010-FRDRPC","M1S","23","Scarborough North"
"209",1728186,"STR-2010-GXDRPH","M6P","04","Parkdale-High Park"
"210",1728187,"STR-2010-FRVDPC","M6J","10","Spadina-Fort York"
"211",1728188,"STR-2010-GXVDPH","M4H","15","Don Valley West"
"212",1728189,"STR-2010-HPHDPK","M1B","23","Scarborough North"
"213",1728190,"STR-2010-FKDRPB","M6R","04","Parkdale-High Park"
"214",1728191,"STR-2010-FSKRPC","M1M","20","Scarborough Southwest"
"215",1728192,"STR-2010-FZRRPD","M9B","03","Etobicoke-Lakeshore"
"216",1728193,"STR-2010-GHXRPF","M6G","11","University-Rosedale"
"217",1728194,"STR-2010-HPXRPK","M5M","08","Eglinton-Lawrence"
"218",1728195,"STR-2010-HXDRPL","M4C","19","Beaches-East York"
"219",1728196,"STR-2010-JFKRPM","M3N","07","Humber River-Black Creek"
"220",1728197,"STR-2010-FKVDPB","M9C","02","Etobicoke Centre"
"221",1728198,"STR-2010-HHHDPJ","M4K","14","Toronto-Danforth"
"222",1728199,"STR-2010-HQPDPK","M5V","10","Spadina-Fort York"
"223",1728200,"STR-2010-JGBDPM","M5V","10","Spadina-Fort York"
"224",1728201,"STR-2010-FLKRPB","M6K","09","Davenport"
"225",1728202,"STR-2010-HHXRPJ","M6J","09","Davenport"
"226",1728203,"STR-2010-FMCKPC","M6E","09","Davenport"
"227",1728204,"STR-2010-GTCKPH","M6P","09","Davenport"
"228",1728205,"STR-2010-HBJKPJ","M1G","24","Scarborough-Guildwood"
"229",1728206,"STR-2010-HRWKPL","M5B","13","Toronto Centre"
"230",1728207,"STR-2010-FFLXPB","M1W","22","Scarborough-Agincourt"
"231",1728208,"STR-2010-FMSXPC","M6S","04","Parkdale-High Park"
"232",1728209,"STR-2010-GLLXPG","M5A","13","Toronto Centre"
"233",1728210,"STR-2010-GTSXPH","M1M","20","Scarborough Southwest"
"234",1728211,"STR-2010-FGCKPB","M6H","09","Davenport"
"235",1728212,"STR-2010-FWQKPD","M5V","10","Spadina-Fort York"
"236",1728213,"STR-2010-GDWKPF","M5S","13","Toronto Centre"
"237",1728214,"STR-2010-GMCKPG","M4C","19","Beaches-East York"
"238",1728215,"STR-2010-HKWKPK","M6N","05","York South-Weston"
"239",1728216,"STR-2010-JBJKPM","M4L","19","Beaches-East York"
"240",1728217,"STR-2010-FGSXPB","M6N","05","York South-Weston"
"241",1728218,"STR-2010-FXFXPD","M1N","20","Scarborough Southwest"
"242",1728219,"STR-2010-GFLXPF","M6H","09","Davenport"
"243",1728220,"STR-2010-HLLXPK","M4X","13","Toronto Centre"
"244",1728221,"STR-2010-FQQKPC","M4J","14","Toronto-Danforth"
"245",1728222,"STR-2010-GGCKPF","M5A","13","Toronto Centre"
"246",1728223,"STR-2010-HVJKPL","M3A","16","Don Valley East"
"247",1728224,"STR-2010-FHYXPB","M6J","10","Spadina-Fort York"
"248",1728225,"STR-2010-GPYXPG","M4C","19","Beaches-East York"
"249",1728226,"STR-2010-GXFXPH","M6H","09","Davenport"
"250",1728227,"STR-2010-HMSXPK","M6H","09","Davenport"
"251",1728228,"STR-2010-HVYXPL","M5V","10","Spadina-Fort York"
"252",1728229,"STR-2010-FJQKPB","M5J","10","Spadina-Fort York"
"253",1728230,"STR-2010-GQQKPG","M5J","10","Spadina-Fort York"
"254",1728231,"STR-2010-HGCKPJ","M4Y","13","Toronto Centre"
"255",1728232,"STR-2010-HWQKPL","M6H","09","Davenport"
"256",1728233,"STR-2010-FZSXPD","M1J","24","Scarborough-Guildwood"
"257",1728234,"STR-2010-HPYXPK","M8V","03","Etobicoke-Lakeshore"
"258",1728235,"STR-2010-JFLXPM","M5V","10","Spadina-Fort York"
"259",1728236,"STR-2010-GBJKPD","M6R","04","Parkdale-High Park"
"260",1728237,"STR-2010-GRWKPG","M8V","03","Etobicoke-Lakeshore"
"261",1728238,"STR-2010-HQQKPK","M9C","02","Etobicoke Centre"
"262",1728239,"STR-2010-HXWKPL","M5S","11","University-Rosedale"
"263",1728240,"STR-2010-JGCKPM","M1N","20","Scarborough Southwest"
"264",1728241,"STR-2010-FTSXPC","M9L","07","Humber River-Black Creek"
"265",1728242,"STR-2010-GKFXPF","M6J","10","Spadina-Fort York"
"266",1728243,"STR-2010-GSLXPG","M5V","10","Spadina-Fort York"
"267",1728244,"STR-2010-GZSXPH","M6G","11","University-Rosedale"
"268",1728245,"STR-2010-HHYXPJ","M4K","14","Toronto-Danforth"
"269",1728246,"STR-2010-HRFXPK","M4L","19","Beaches-East York"
"270",1728247,"STR-2010-JGSXPM","M4Y","13","Toronto Centre"
"271",1728248,"STR-2010-FVKRPD","M6J","10","Spadina-Fort York"
"272",1728249,"STR-2010-GKXRPG","M9V","01","Etobicoke North"
"273",1728250,"STR-2010-HRXRPL","M5J","10","Spadina-Fort York"
"274",1728251,"STR-2010-FFPDPB","M6E","09","Davenport"
"275",1728252,"STR-2010-GDHDPF","M5J","10","Spadina-Fort York"
"276",1728253,"STR-2010-GLPDPG","M5J","10","Spadina-Fort York"
"277",1728254,"STR-2010-GTVDPH","M1R","21","Scarborough Centre"
"278",1728255,"STR-2010-HZVDPM","M4L","19","Beaches-East York"
"279",1728256,"STR-2010-GMDRPG","M6R","04","Parkdale-High Park"
"280",1728257,"STR-2010-GVKRPH","M5S","11","University-Rosedale"
"281",1728258,"STR-2010-HTDRPL","M6M","05","York South-Weston"
"282",1728259,"STR-2010-FQBDPC","M4E","19","Beaches-East York"
"283",1728260,"STR-2010-GWBDPH","M1C","25","Scarborough-Rouge Park"
"284",1728261,"STR-2010-HDHDPJ","M6J","10","Spadina-Fort York"
"285",1728262,"STR-2010-HLPDPK","M1M","20","Scarborough Southwest"
"286",1728263,"STR-2010-JCBDPM","M6R","04","Parkdale-High Park"
"287",1728264,"STR-2010-FHKRPB","M6B","08","Eglinton-Lawrence"
"288",1728265,"STR-2010-GPKRPG","M6K","09","Davenport"
"289",1728266,"STR-2010-JCRRPM","M5A","13","Toronto Centre"
"290",1728267,"STR-2010-FYPDPD","M5E","10","Spadina-Fort York"
"291",1728268,"STR-2010-GGVDPF","M5J","10","Spadina-Fort York"
"292",1728269,"STR-2010-HFPDPJ","M5J","10","Spadina-Fort York"
"293",1728270,"STR-2010-JDHDPM","M3J","07","Humber River-Black Creek"
"294",1728271,"STR-2010-GHKRPF","M1G","24","Scarborough-Guildwood"
"295",1728272,"STR-2010-GQRRPG","M5R","11","University-Rosedale"
"296",1728273,"STR-2010-FSPDPC","M2P","15","Don Valley West"
"297",1728274,"STR-2010-FZVDPD","M4L","14","Toronto-Danforth"
"298",1728275,"STR-2010-GJBDPF","M8Z","03","Etobicoke-Lakeshore"
"299",1728276,"STR-2010-HQBDPK","M6H","09","Davenport"
"300",1728277,"STR-2010-JFPDPM","M6P","09","Davenport"
"301",1728278,"STR-2010-FKXRPB","M8V","03","Etobicoke-Lakeshore"
"302",1728279,"STR-2010-GBKRPD","M5S","13","Toronto Centre"
"303",1728280,"STR-2010-GJRRPF","M4L","19","Beaches-East York"
"304",1728281,"STR-2010-HHKRPJ","M6G","11","University-Rosedale"
"305",1728282,"STR-2010-FLPDPB","M6S","04","Parkdale-High Park"
"306",1728283,"STR-2010-HRHDPK","M5R","11","University-Rosedale"
"307",1728284,"STR-2010-HYPDPL","M4L","19","Beaches-East York"
"308",1728285,"STR-2010-FMFXPC","M5J","10","Spadina-Fort York"
"309",1728286,"STR-2010-HZFXPM","M6C","12","Toronto-St. Paul's"
"310",1728287,"STR-2010-FFQKPB","M6H","09","Davenport"
"311",1728288,"STR-2010-FMWKPC","M5V","10","Spadina-Fort York"
"312",1728289,"STR-2010-GLQKPG","M4J","14","Toronto-Danforth"
"313",1728290,"STR-2010-HCCKPJ","M4Y","13","Toronto Centre"
"314",1728291,"STR-2010-HKJKPK","M6P","04","Parkdale-High Park"
"315",1728292,"STR-2010-GDYXPF","M1B","25","Scarborough-Rouge Park"
"316",1728293,"STR-2010-GVLXPH","M4M","14","Toronto-Danforth"
"317",1728294,"STR-2010-HKYXPK","M4S","12","Toronto-St. Paul's"
"318",1728295,"STR-2010-GFQKPF","M8Y","03","Etobicoke-Lakeshore"
"319",1728296,"STR-2010-GWCKPH","M5A","13","Toronto Centre"
"320",1728297,"STR-2010-HLQKPK","M4G","15","Don Valley West"
"321",1728298,"STR-2010-JCCKPM","M5V","10","Spadina-Fort York"
"322",1728299,"STR-2010-FQSXPC","M5J","10","Spadina-Fort York"
"323",1728300,"STR-2010-GGFXPF","M4K","14","Toronto-Danforth"
"324",1728301,"STR-2010-HDYXPJ","M5V","10","Spadina-Fort York"
"325",1728302,"STR-2010-HMFXPK","M1T","22","Scarborough-Agincourt"
"326",1728303,"STR-2010-HVLXPL","M4M","14","Toronto-Danforth"
"327",1728304,"STR-2010-GQCKPG","M4J","14","Toronto-Danforth"
"328",1728305,"STR-2010-HFQKPJ","M5J","10","Spadina-Fort York"
"329",1728306,"STR-2010-HMWKPK","M5J","10","Spadina-Fort York"
"330",1728307,"STR-2010-JDJKPM","M3J","07","Humber River-Black Creek"
"331",1728308,"STR-2010-GQSXPG","M5V","10","Spadina-Fort York"
"332",1728309,"STR-2010-HGFXPJ","M4J","14","Toronto-Danforth"
"333",1728310,"STR-2010-HPLXPK","M1N","20","Scarborough Southwest"
"334",1728311,"STR-2010-JDYXPM","M5V","10","Spadina-Fort York"
"335",1728312,"STR-2010-FSQKPC","M5T","11","University-Rosedale"
"336",1728313,"STR-2010-GJCKPF","M5J","10","Spadina-Fort York"
"337",1728314,"STR-2010-HGWKPJ","M5A","13","Toronto Centre"
"338",1728315,"STR-2010-FTFXPC","M2R","06","York Centre"
"339",1728316,"STR-2010-GZFXPH","M5V","10","Spadina-Fort York"
"340",1728317,"STR-2010-HQSXPK","M5J","10","Spadina-Fort York"
"341",1728318,"STR-2010-GKJKPF","M6M","05","York South-Weston"
"342",1728319,"STR-2010-HJCKPJ","M5A","10","Spadina-Fort York"
"343",1728320,"STR-2010-HRJKPK","M4L","19","Beaches-East York"
"344",1728321,"STR-2010-HYQKPL","M5V","10","Spadina-Fort York"
"345",1728322,"STR-2010-GCVDPF","M4N","15","Don Valley West"
"346",1728323,"STR-2010-GTHDPH","M4X","13","Toronto Centre"
"347",1728324,"STR-2010-HSBDPL","M1C","25","Scarborough-Rouge Park"
"348",1728325,"STR-2010-FMXRPC","M6G","11","University-Rosedale"
"349",1728326,"STR-2010-GDKRPF","M4J","14","Toronto-Danforth"
"350",1728327,"STR-2010-GLRRPG","M4W","11","University-Rosedale"
"351",1728328,"STR-2010-FGHDPB","M6K","09","Davenport"
"352",1728329,"STR-2010-FPPDPC","M6P","04","Parkdale-High Park"
"353",1728330,"STR-2010-GFBDPF","M6N","05","York South-Weston"
"354",1728331,"STR-2010-JBPDPM","M9V","01","Etobicoke North"
"355",1728332,"STR-2010-GMXRPG","M6J","11","University-Rosedale"
"356",1728333,"STR-2010-GWDRPH","M8V","03","Etobicoke-Lakeshore"
"357",1728334,"STR-2010-HTXRPL","M9R","01","Etobicoke North"
"358",1728335,"STR-2010-JCDRPM","M5T","10","Spadina-Fort York"
"359",1728336,"STR-2010-HMHDPK","M9P","02","Etobicoke Centre"
"360",1728337,"STR-2010-HVPDPL","M5B","13","Toronto Centre"
"361",1728338,"STR-2010-JCVDPM","M4L","14","Toronto-Danforth"
"362",1728339,"STR-2010-GXKRPH","M6H","09","Davenport"
"363",1728340,"STR-2010-HMXRPK","M4M","14","Toronto-Danforth"
"364",1728341,"STR-2010-GYBDPH","M1E","24","Scarborough-Guildwood"
"365",1728342,"STR-2010-HPPDPK","M4P","15","Don Valley West"
"366",1728343,"STR-2010-HWVDPL","M5V","10","Spadina-Fort York"
"367",1728344,"STR-2010-JFBDPM","M6J","10","Spadina-Fort York"
"368",1728345,"STR-2010-GRKRPG","M5J","10","Spadina-Fort York"
"369",1728346,"STR-2010-GYRRPH","M5J","10","Spadina-Fort York"
"370",1728347,"STR-2010-HQDRPK","M4L","19","Beaches-East York"
"371",1728348,"STR-2010-GSBDPG","M6J","10","Spadina-Fort York"
"372",1728349,"STR-2010-FTXRPC","M4M","14","Toronto-Danforth"
"373",1728350,"STR-2010-HJDRPJ","M2N","18","Willowdale"
"374",1728351,"STR-2010-HZJKPM","M5J","10","Spadina-Fort York"
