"","_id","operator_registration_number","postal_code","ward_number","ward_name"
"3117",1731094,"STR-2112-HQMKVK","M5V","10","Spadina-Fort York"
"3118",1731095,"STR-2112-HXTKVL","M1S","23","Scarborough North"
"3119",1731096,"STR-2112-FTQXVC","M4P","12","Toronto-St. Paul's"
"3120",1731097,"STR-2112-GBWXVD","M6N","05","York South-Weston"
"3121",1731098,"STR-2112-GKCXVF","M4P","15","Don Valley West"
"3122",1731099,"STR-2112-GZQXVH","M5J","10","Spadina-Fort York"
"3123",1731100,"STR-2112-FDVRVB","M1W","22","Scarborough-Agincourt"
"3124",1731101,"STR-2112-FVHRVD","M5J","10","Spadina-Fort York"
"3125",1731102,"STR-2112-GCPRVF","M6H","09","Davenport"
"3126",1731103,"STR-2112-GKVRVG","M4X","13","Toronto Centre"
"3127",1731104,"STR-2112-GTBRVH","M6H","09","Davenport"
"3128",1731105,"STR-2112-HJPRVK","M5H","10","Spadina-Fort York"
"3129",1731106,"STR-2112-HRVRVL","M5V","10","Spadina-Fort York"
"3130",1731107,"STR-2112-HZBRVM","M2M","17","Don Valley North"
"3131",1731108,"STR-2112-FFLDVB","M2H","17","Don Valley North"
"3132",1731109,"STR-2112-FMSDVC","M5A","13","Toronto Centre"
"3133",1731110,"STR-2112-FVYDVD","M5V","10","Spadina-Fort York"
"3134",1731111,"STR-2112-GDFDVF","M5V","10","Spadina-Fort York"
"3135",1731112,"STR-2112-GLLDVG","M5R","11","University-Rosedale"
"3136",1731113,"STR-2112-GTSDVH","M2M","18","Willowdale"
"3137",1731114,"STR-2112-HBYDVJ","M6N","05","York South-Weston"
"3138",1731115,"STR-2112-HKFDVK","M6P","04","Parkdale-High Park"
"3139",1731116,"STR-2112-HZSDVM","M4R","08","Eglinton-Lawrence"
"3140",1731117,"STR-2112-FGBRVB","M5A","10","Spadina-Fort York"
"3141",1731118,"STR-2112-FWPRVD","M9C","02","Etobicoke Centre"
"3142",1731119,"STR-2201-GDVRVF","M3H","06","York Centre"
"3143",1731120,"STR-2201-GMBRVG","M4E","20","Scarborough Southwest"
"3144",1731121,"STR-2201-HKVRVK","M6H","9.0","Davenport"
"3145",1731122,"STR-2201-FGSDVB","M2M","17","Don Valley North"
"3146",1731123,"STR-2201-FXFDVD","M5A","10","Spadina-Fort York"
"3147",1731124,"STR-2201-GMSDVG","M8W","03","Etobicoke-Lakeshore"
"3148",1731125,"STR-2201-GVYDVH","M3N","07","Humber River-Black Creek"
"3149",1731126,"STR-2201-HDFDVJ","M6K","09","Davenport"
"3150",1731127,"STR-2201-HLLDVK","M6K","10","Spadina-Fort York"
"3151",1731128,"STR-2201-HTSDVL","M5V","10","Spadina-Fort York"
"3152",1731129,"STR-2201-JBYDVM","M2M","18","Willowdale"
"3153",1731130,"STR-2201-FHHRVB","M6H","09","Davenport"
"3154",1731131,"STR-2201-GXVRVH","M4Y","13","Toronto Centre"
"3155",1731132,"STR-2201-FXVRVD","M8V","03","Etobicoke-Lakeshore"
"3156",1731133,"STR-2201-GPHRVG","M4K","14","Toronto-Danforth"
"3157",1731134,"STR-2201-GWPRVH","M2M","18","Willowdale"
"3158",1731135,"STR-2201-HVHRVL","M6J","10","Spadina-Fort York"
"3159",1731136,"STR-2201-JCPRVM","M6K","04","Parkdale-High Park"
"3160",1731137,"STR-2201-FHYDVB","M4K","14","Toronto-Danforth"
"3161",1731138,"STR-2201-FRFDVC","M8W","03","Etobicoke-Lakeshore"
"3162",1731139,"STR-2201-GGSDVF","M5J","10","Spadina-Fort York"
"3163",1731140,"STR-2201-GPYDVG","M4P","12","Toronto-St. Paul's"
"3164",1731141,"STR-2201-HFLDVJ","M6M","05","York South-Weston"
"3165",1731142,"STR-2201-HMSDVK","M9M","07","Humber River-Black Creek"
"3166",1731143,"STR-2201-HVYDVL","M6J","11","University-Rosedale"
"3167",1731144,"STR-2209-FZYPHD","M6K","04","Parkdale-High Park"
"3168",1731145,"STR-2201-JDFDVM","M4E","19","Beaches-East York"
"3169",1731146,"STR-2201-FJPRVB","M6P","04","Parkdale-High Park"
"3170",1731147,"STR-2201-FRVRVC","M6R","04","Parkdale-High Park"
"3171",1731148,"STR-2201-FZBRVD","M2N","18","Willowdale"
"3172",1731149,"STR-2201-GHHRVF","M2J","17","Don Valley North"
"3173",1731150,"STR-2201-GQPRVG","M6G","11","University-Rosedale"
"3174",1731151,"STR-2201-HGBRVJ","M2N","18","Willowdale"
"3175",1731152,"STR-2201-HPHRVK","M6J","09","Davenport"
"3176",1731153,"STR-2201-HWPRVL","M5V","10","Spadina-Fort York"
"3177",1731154,"STR-2201-JDVRVM","M9L","07","Humber River-Black Creek"
"3178",1731155,"STR-2201-FKFDVB","M6K","09","Davenport"
"3179",1731156,"STR-2201-FZSDVD","M5V","10","Spadina-Fort York"
"3180",1731157,"STR-2201-GRFDVG","M4S","12.0","Toronto-St.Paul's"
"3181",1731158,"STR-2201-HPYDVK","M5S","11","University-Rosedale"
"3182",1731159,"STR-2201-HXFDVL","M6J","10","Spadina-Fort York"
"3183",1731160,"STR-2201-JFLDVM","M6G","11","University-Rosedale"
"3184",1731161,"STR-2201-FTBRVC","M5V","10","Spadina-Fort York"
"3185",1731162,"STR-2201-GBHRVD","M5J","10","Spadina-Fort York"
"3186",1731163,"STR-2201-GRVRVG","M4C","19","Beaches-East York"
"3187",1731164,"STR-2201-GZBRVH","M9C","02","Etobicoke Centre"
"3188",1731165,"STR-2201-HQPRVK","M5J","10","Spadina-Fort York"
"3189",1731166,"STR-2201-JGBRVM","M6E","09","Davenport"
"3190",1731167,"STR-2201-FTSDVC","M5B","13","Toronto Centre"
"3191",1731168,"STR-2201-HHYDVJ","M6A","08","Eglinton-Lawrence"
"3192",1731169,"STR-2201-HRFDVK","M1R","21","Scarborough Centre"
"3193",1731170,"STR-2201-GTCXVH","M4A","16","Don Valley East"
"3194",1731171,"STR-2201-HBJXVJ","M8V","03","Etobicoke-Lakeshore"
"3195",1731172,"STR-2201-HRWXVL","M5E","10","Spadina-Fort York"
"3196",1731173,"STR-2201-FFMKVB","M5A","13","Toronto Centre"
"3197",1731174,"STR-2201-FMTKVC","M5J","10","Spadina-Fort York"
"3198",1731175,"STR-2201-FVZKVD","M9A","02","Etobicoke Centre"
"3199",1731176,"STR-2201-GDGKVF","M5R","11","University-Rosedale"
"3200",1731177,"STR-2201-HBZKVJ","M6J","09","Davenport"
"3201",1731178,"STR-2201-HKGKVK","M9M","07","Humber River-Black Creek"
"3202",1731179,"STR-2201-HSMKVL","M3C","16","Don Valley East"
"3203",1731180,"STR-2201-HZTKVM","M6P","4.0","Parkdale-High Park"
"3204",1731181,"STR-2201-FPJXVC","M3L","07","Humber River-Black Creek"
"3205",1731182,"STR-2201-FWQXVD","M3J","07","Humber River-Black Creek"
"3206",1731183,"STR-2201-GMCXVG","M5R","11","University-Rosedale"
"3207",1731184,"STR-2201-HKWXVK","M4M","14","Toronto-Danforth"
"3208",1731185,"STR-2201-JBJXVM","M6K","10","Spadina-Fort York"
"3209",1731186,"STR-2201-GFMKVF","M5V","10","Spadina-Fort York"
"3210",1731187,"STR-2201-GMTKVG","M4Y","13","Toronto Centre"
"3211",1731188,"STR-2201-GVZKVH","M5A","13","Toronto Centre"
"3212",1731189,"STR-2201-HTTKVL","M1M","20","Scarborough Southwest"
"3213",1731190,"STR-2201-JBZKVM","M6R","04","Parkdale-High Park"
"3214",1731191,"STR-2201-FQQXVC","M6J","11","University-Rosedale"
"3215",1731192,"STR-2201-FXWXVD","M8Z","03","Etobicoke-Lakeshore"
"3216",1731193,"STR-2201-GGCXVF","M6K","10","Spadina-Fort York"
"3217",1731194,"STR-2201-GPJXVG","M4L","19","Beaches-East York"
"3218",1731195,"STR-2201-GWQXVH","M2J","17","Don Valley North"
"3219",1731196,"STR-2201-HDWXVJ","M4C","19","Beaches-East York"
"3220",1731197,"STR-2201-FHZKVB","M4J","14","Toronto-Danforth"
"3221",1731198,"STR-2201-FRGKVC","M5J","10","Spadina-Fort York"
"3222",1731199,"STR-2202-HZYDVM","M6J","09","Davenport"
"3223",1731200,"STR-2201-GXGKVH","M5J","10","Spadina-Fort York"
"3224",1731201,"STR-2201-HFMKVJ","M4L","14","Toronto-Danforth"
"3225",1731202,"STR-2201-HVZKVL","M5A","13","Toronto Centre"
"3226",1731203,"STR-2201-GHJXVF","M5B","13","Toronto Centre"
"3227",1731204,"STR-2201-GQQXVG","M6J","10","Spadina-Fort York"
"3228",1731205,"STR-2201-GXWXVH","M1B","23","Scarborough North"
"3229",1731206,"STR-2201-HGCXVJ","M2R","18","Willowdale"
"3230",1731207,"STR-2201-HWQXVL","M5J","10","Spadina-Fort York"
"3231",1731208,"STR-2201-JDWXVM","M5R","11.0","University-Rosedale"
"3232",1731209,"STR-2201-FKGKVB","M5H","10","Spadina-Fort York"
"3233",1731210,"STR-2201-GHZKVF","M6E","09","Davenport"
"3234",1731211,"STR-2201-FZTKVD","M5V","10","Spadina-Fort York"
"3235",1731212,"STR-2201-GRGKVG","M1H","24","Scarborough-Guildwood"
"3236",1731213,"STR-2201-HGTKVJ","M4Y","13","Toronto Centre"
"3237",1731214,"STR-2201-FTCXVC","M6S","04","Parkdale-High Park"
"3238",1731215,"STR-2201-HPZKVK","M8V","03","Etobicoke-Lakeshore"
"3239",1731216,"STR-2201-JFMKVM","M6R","04","Parkdale-High Park"
"3240",1731217,"STR-2201-HXGKVL","M6J","11","University-Rosedale"
"3241",1731218,"STR-2201-GJQXVF","M1P","21","Scarborough Centre"
"3242",1731219,"STR-2201-GZCXVH","M5V","10","Spadina-Fort York"
"3243",1731220,"STR-2201-HQQXVK","M5V","10","Spadina-Fort York"
"3244",1731221,"STR-2201-HXWXVL","M8W","03","Etobicoke-Lakeshore"
"3245",1731222,"STR-2201-FLMKVB","M6S","04","Parkdale-High Park"
"3246",1731223,"STR-2201-FTTKVC","M4S","12","Toronto-St. Paul's"
"3247",1731224,"STR-2201-HHZKVJ","M5A","13","Toronto Centre"
"3248",1731225,"STR-2201-HRGKVK","M5R","11","University-Rosedale"
"3249",1731226,"STR-2201-JGTKVM","M6P","04","Parkdale-High Park"
"3250",1731227,"STR-2201-FDYDVB","M6P","04","Parkdale-High Park"
"3251",1731228,"STR-2201-GCSDVF","M1E","24","Scarborough-Guildwood"
"3252",1731229,"STR-2201-GKYDVG","M5V","10","Spadina-Fort York"
"3253",1731230,"STR-2201-GTFDVH","M8W","03","Etobicoke-Lakeshore"
"3254",1731231,"STR-2201-HRYDVL","M1C","25","Scarborough-Rouge Park"
"3255",1731232,"STR-2201-FMVRVC","M3H","44.0","York Centre"
"3256",1731233,"STR-2201-GLPRVG","M6S","04","Parkdale-High Park"
"3257",1731234,"STR-2201-HCBRVJ","M6H","09","Davenport"
"3258",1731235,"STR-2201-HKHRVK","M5V","10","Spadina-Fort York"
"3259",1731236,"STR-2201-HSPRVL","M6S","04","Parkdale-High Park"
"3260",1731237,"STR-2201-HZVRVM","M6G","11","University-Rosedale"
"3261",1731238,"STR-2201-FGFDVB","M5J","10","Spadina-Fort York"
"3262",1731239,"STR-2201-FPLDVC","M6P","04","Parkdale-High Park"
"3263",1731240,"STR-2201-GDYDVF","M4N","15","Don Valley West"
"3264",1731241,"STR-2201-GMFDVG","M6G","11","University-Rosedale"
"3265",1731242,"STR-2201-GVLDVH","M5V","10","Spadina-Fort York"
"3266",1731243,"STR-2201-HKYDVK","M9M","07","Humber River-Black Creek"
"3267",1731244,"STR-2201-HTFDVL","M5V","10","Spadina-Fort York"
"3268",1731245,"STR-2201-JBLDVM","M6E","08","Eglinton-Lawrence"
"3269",1731246,"STR-2201-FQBRVC","M5J","10","Spadina-Fort York"
"3270",1731247,"STR-2201-GFPRVF","M5M","08","Eglinton-Lawrence"
"3271",1731248,"STR-2201-HDHRVJ","M4G","15","Don Valley West"
"3272",1731249,"STR-2201-HLPRVK","M6K","04","Parkdale-High Park"
"3273",1731250,"STR-2201-HTVRVL","M2M","18","Willowdale"
"3274",1731251,"STR-2201-JCBRVM","M5A","13","Toronto Centre"
"3275",1731252,"STR-2201-FQSDVC","M5V","10","Spadina-Fort York"
"3276",1731253,"STR-2201-FXYDVD","M5J","10","Spadina-Fort York"
"3277",1731254,"STR-2201-GPLDVG","M5V","10","Spadina-Fort York"
"3278",1731255,"STR-2201-GWSDVH","M5V","10","Spadina-Fort York"
"3279",1731256,"STR-2201-HDYDVJ","M5V","10","Spadina-Fort York"
"3280",1731257,"STR-2201-JCSDVM","M5V","10","Spadina-Fort York"
"3281",1731258,"STR-2201-FJBRVB","M5S","11","University-Rosedale"
"3282",1731259,"STR-2201-FRHRVC","M4L","14","Toronto-Danforth"
"3283",1731260,"STR-2201-FYPRVD","M1S","22","Scarborough-Agincourt"
"3284",1731261,"STR-2201-GGVRVF","M9C","02","Etobicoke Centre"
"3285",1731262,"STR-2201-GXHRVH","M5J","10","Spadina-Fort York"
"3286",1731263,"STR-2201-HFPRVJ","M5V","10","Spadina-Fort York"
"3287",1731264,"STR-2201-HMVRVK","M4L","19","Beaches-East York"
"3288",1731265,"STR-2201-HWBRVL","M4P","12","Toronto-St. Paul's"
"3289",1731266,"STR-2201-JDHRVM","M8V","03","Etobicoke-Lakeshore"
"3290",1731267,"STR-2201-FJSDVB","M4M","14","Toronto-Danforth"
"3291",1731268,"STR-2201-FRYDVC","M1K","20","Scarborough Southwest"
"3292",1731269,"STR-2201-FZFDVD","M2R","18","Willowdale"
"3293",1731270,"STR-2201-GHLDVF","M8V","03","Etobicoke-Lakeshore"
"3294",1731271,"STR-2201-GQSDVG","M1K","20","Scarborough Southwest"
"3295",1731272,"STR-2201-GXYDVH","M5V","10","Spadina-Fort York"
"3296",1731273,"STR-2201-HPLDVK","M5B","13","Toronto Centre"
"3297",1731274,"STR-2201-HWSDVL","M5V","10","Spadina-Fort York"
"3298",1731275,"STR-2201-FSPRVC","M1B","23","Scarborough North"
"3299",1731276,"STR-2201-GJBRVF","M5C","13","Toronto Centre"
"3300",1731277,"STR-2201-GRHRVG","M4C","19","Beaches-East York"
"3301",1731278,"STR-2202-HGVRVJ","M6H","09","Davenport"
"3302",1731279,"STR-2202-HQBRVK","M9B","02","Etobicoke Centre"
"3303",1731280,"STR-2202-FKYDVB","M5V","10","Spadina-Fort York"
"3304",1731281,"STR-2202-GRYDVG","M6E","09","Davenport"
"3305",1731282,"STR-2202-GZFDVH","M5J","10","Spadina-Fort York"
"3306",1731283,"STR-2202-HHLDVJ","M2N","18","Willowdale"
"3307",1731284,"STR-2202-HQSDVK","M1C","25","Scarborough-Rouge Park"
"3308",1731285,"STR-2202-JGFDVM","M6K","04","Parkdale-High Park"
"3309",1731286,"STR-2202-FLPRVB","M5J","10","Spadina-Fort York"
"3310",1731287,"STR-2202-FTVRVC","M6P","04","Parkdale-High Park"
"3311",1731288,"STR-2202-GCBRVD","M9R","02","Etobicoke Centre"
"3312",1731289,"STR-2202-GKHRVF","M2M","17","Don Valley North"
"3313",1731290,"STR-2202-GSPRVG","M4Y","13","Toronto Centre"
"3314",1731291,"STR-2202-GZVRVH","M5V","10","Spadina-Fort York"
"3315",1731292,"STR-2202-HJBRVJ","M6A","08","Eglinton-Lawrence"
"3316",1731293,"STR-2202-HRHRVK","M1P","21","Scarborough Centre"
"3317",1731294,"STR-2202-JGVRVM","M4L","14","Toronto-Danforth"
"3318",1731295,"STR-2202-FDZKVB","M5B","13","Toronto Centre"
"3319",1731296,"STR-2202-FMGKVC","M1M","20","Scarborough Southwest"
"3320",1731297,"STR-2202-GKZKVG","M5A","13","Toronto Centre"
"3321",1731298,"STR-2202-GTGKVH","M5A","13","Toronto Centre"
"3322",1731299,"STR-2202-HBMKVJ","M6H","09","Davenport"
"3323",1731300,"STR-2202-HZGKVM","M4E","19","Beaches-East York"
"3324",1731301,"STR-2202-FFQXVB","M5B","13","Toronto Centre"
"3325",1731302,"STR-2202-FWCXVD","M2R","06","York Centre"
"3326",1731303,"STR-2202-GTWXVH","M4J","14","Toronto-Danforth"
"3327",1731304,"STR-2202-HKJXVK","M5V","10","Spadina-Fort York"
"3328",1731305,"STR-2202-HZWXVM","M5V","10","Spadina-Fort York"
"3329",1731306,"STR-2202-FGGKVB","M4Y","13","Toronto Centre"
"3330",1731307,"STR-2202-FPMKVC","M1N","20","Scarborough Southwest"
"3331",1731308,"STR-2202-GDZKVF","M6J","09","Davenport"
"3332",1731309,"STR-2202-GVMKVH","M5V","10","Spadina-Fort York"
"3333",1731310,"STR-2202-HCTKVJ","M4B","19","Beaches-East York"
"3334",1731311,"STR-2202-HKZKVK","M5E","13.0","Toronto Centre"
"3335",1731312,"STR-2202-HTGKVL","M9B","02","Etobicoke Centre"
"3336",1731313,"STR-2202-FGWXVB","M5B","13","Toronto Centre"
"3337",1731314,"STR-2202-FQCXVC","M5R","11","University-Rosedale"
"3338",1731315,"STR-2202-GMWXVG","M4R","08","Eglinton-Lawrence"
"3339",1731316,"STR-2202-GWCXVH","M9B","02","Etobicoke Centre"
"3340",1731317,"STR-2202-HDJXVJ","M4R","08","Eglinton-Lawrence"
"3341",1731318,"STR-2202-HLQXVK","M9B","02","Etobicoke Centre"
"3342",1731319,"STR-2202-HTWXVL","M9P","01","Etobicoke North"
"3343",1731320,"STR-2202-JCCXVM","M6R","04","Parkdale-High Park"
"3344",1731321,"STR-2202-FQTKVC","M6H","09","Davenport"
"3345",1731322,"STR-2202-GPMKVG","M6H","09","Davenport"
"3346",1731323,"STR-2202-GWTKVH","M5V","10","Spadina-Fort York"
"3347",1731324,"STR-2202-HMGKVK","M5V","10","Spadina-Fort York"
"3348",1731325,"STR-2202-HVMKVL","M4L","19","Beaches-East York"
"3349",1731326,"STR-2202-JCTKVM","M4C","19","Beaches-East York"
"3350",1731327,"STR-2202-FJCXVB","M1T","22","Scarborough-Agincourt"
"3351",1731328,"STR-2202-GGWXVF","M5A","13","Toronto Centre"
"3352",1731329,"STR-2202-GQCXVG","M5S","11","University-Rosedale"
"3353",1731330,"STR-2202-HFQXVJ","M5V","10","Spadina-Fort York"
"3354",1731331,"STR-2202-HMWXVK","M5V","10","Spadina-Fort York"
"3355",1731332,"STR-2202-HWCXVL","M6H","09","Davenport"
"3356",1731333,"STR-2202-JDJXVM","M1L","20","Scarborough Southwest"
"3357",1731334,"STR-2202-FJTKVB","M1H","24","Scarborough-Guildwood"
"3358",1731335,"STR-2202-FRZKVC","M3B","15","Don Valley West"
"3359",1731336,"STR-2202-FZGKVD","M6J","09","Davenport"
"3360",1731337,"STR-2202-GHMKVF","M4J","14","Toronto-Danforth"
"3361",1731338,"STR-2202-GXZKVH","M5V","10","Spadina-Fort York"
"3362",1731339,"STR-2202-HGGKVJ","M5V","10","Spadina-Fort York"
"3363",1731340,"STR-2202-HWTKVL","M5V","10","Spadina-Fort York"
"3364",1731341,"STR-2202-JDZKVM","M6S","04","Parkdale-High Park"
"3365",1731342,"STR-2202-FKJXVB","M2R","18","Willowdale"
"3366",1731343,"STR-2202-FSQXVC","M3H","06","York Centre"
"3367",1731344,"STR-2202-GJCXVF","M8V","03","Etobicoke-Lakeshore"
"3368",1731345,"STR-2202-GRJXVG","M6J","10","Spadina-Fort York"
"3369",1731346,"STR-2202-GYQXVH","M6S","04","Parkdale-High Park"
"3370",1731347,"STR-2202-HQCXVK","M2J","17","Don Valley North"
"3371",1731348,"STR-2202-HXJXVL","M5S","11","University-Rosedale"
"3372",1731349,"STR-2202-FKZKVB","M3H","06","York Centre"
"3373",1731350,"STR-2202-FTGKVC","M5V","10","Spadina-Fort York"
"3374",1731351,"STR-2202-GBMKVD","M4P","12.0","Toronto-St. Paul’s"
"3375",1731352,"STR-2202-GJTKVF","M1S","23","Scarborough North"
"3376",1731353,"STR-2202-GZGKVH","M9L","07","Humber River-Black Creek"
"3377",1731354,"STR-2202-HHMKVJ","M5B","13","Toronto Centre"
"3378",1731355,"STR-2202-HQTKVK","M2N","18","Willowdale"
"3379",1731356,"STR-2202-HXZKVL","M5J","10","Spadina-Fort York"
"3380",1731357,"STR-2202-JGGKVM","M6K","04","Parkdale-High Park"
"3381",1731358,"STR-2202-GCCXVD","M1M","20","Scarborough Southwest"
"3382",1731359,"STR-2202-GSQXVG","M6J","09","Davenport"
"3383",1731360,"STR-2202-GZWXVH","M6H","09","Davenport"
"3384",1731361,"STR-2202-HJCXVJ","M4W","11","University-Rosedale"
"3385",1731362,"STR-2202-HRJXVK","M5V","10","Spadina-Fort York"
"3386",1731363,"STR-2202-JGWXVM","M4L","14","Toronto-Danforth"
"3387",1731364,"STR-2202-FFBRVB","M1J","21","Scarborough Centre"
"3388",1731365,"STR-2202-FMHRVC","M9R","02","Etobicoke Centre"
"3389",1731366,"STR-2202-FVPRVD","M5V","10","Spadina-Fort York"
"3390",1731367,"STR-2202-GCVRVF","M3C","16","Don Valley East"
"3391",1731368,"STR-2202-GLBRVG","M5V","10","Spadina-Fort York"
"3392",1731369,"STR-2202-GTHRVH","M1E","24","Scarborough-Guildwood"
"3393",1731370,"STR-2202-HBPRVJ","M5V","10","Spadina-Fort York"
"3394",1731371,"STR-2202-HJVRVK","M6P","04","Parkdale-High Park"
"3395",1731372,"STR-2202-HZHRVM","M5S","11","University-Rosedale"
"3396",1731373,"STR-2202-FFSDVB","M9C","02","Etobicoke Centre"
"3397",1731374,"STR-2202-FMYDVC","M8Y","03","Etobicoke-Lakeshore"
"3398",1731375,"STR-2202-FWFDVD","M4L","14","Toronto-Danforth"
"3399",1731376,"STR-2202-GDLDVF","M2R","06","York Centre"
"3400",1731377,"STR-2202-GTYDVH","M6K","10","Spadina-Fort York"
"3401",1731378,"STR-2202-FGHRVB","M5S","11","University-Rosedale"
"3402",1731379,"STR-2202-FWVRVD","M2M","18","Willowdale"
"3403",1731380,"STR-2202-GMHRVG","M5E","10","Spadina-Fort York"
"3404",1731381,"STR-2202-HLBRVK","M8Z","03","Etobicoke-Lakeshore"
"3405",1731382,"STR-2202-HTHRVL","M6J","10","Spadina-Fort York"
"3406",1731383,"STR-2202-JBPRVM","M5A","13","Toronto Centre"
"3407",1731384,"STR-2202-FQFDVC","M4Y","13.0","Toronto Centre"
"3408",1731385,"STR-2202-GMYDVG","M2N","18","Willowdale"
"3409",1731386,"STR-2202-GWFDVH","M2N","18","Willowdale"
"3410",1731387,"STR-2202-HDLDVJ","M4E","19","Beaches-East York"
"3411",1731388,"STR-2202-HTYDVL","M5R","12","Toronto-St. Paul's"
"3412",1731389,"STR-2202-FHPRVB","M5T","10","Spadina-Fort York"
"3413",1731390,"STR-2202-GGHRVF","M5V","10","Spadina-Fort York"
"3414",1731391,"STR-2202-GPPRVG","M4L","19","Beaches-East York"
"3415",1731392,"STR-2202-GWVRVH","M4P","15","Don Valley West"
"3416",1731393,"STR-2202-HFBRVJ","M9R","01","Etobicoke North"
"3417",1731394,"STR-2202-HMHRVK","M6R","04","Parkdale-High Park"
"3418",1731395,"STR-2202-HVPRVL","M2N","18","Willowdale"
"3419",1731396,"STR-2202-FJFDVB","M6K","04","Parkdale-High Park"
"3420",1731397,"STR-2202-FRLDVC","M4S","12","Toronto-St. Paul's"
"3421",1731398,"STR-2202-FYSDVD","M6H","09","Davenport"
"3422",1731399,"STR-2202-GGYDVF","M5V","10","Spadina-Fort York"
"3423",1731400,"STR-2202-GQFDVG","M5V","10","Spadina-Fort York"
"3424",1731401,"STR-2202-GXLDVH","M5S","13.0","Toronto Centre"
"3425",1731402,"STR-2202-HMYDVK","M5V","10","Spadina-Fort York"
"3426",1731403,"STR-2202-HWFDVL","M5J","10","Spadina-Fort York"
"3427",1731404,"STR-2202-FJVRVB","M3H","06","York Centre"
"3428",1731405,"STR-2202-FSBRVC","M4C","19","Beaches-East York"
"3429",1731406,"STR-2202-FZHRVD","M2N","18","Willowdale"
"3430",1731407,"STR-2202-GHPRVF","M1M","20","Scarborough Southwest"
"3431",1731408,"STR-2202-GQVRVG","M5A","13","Toronto Centre"
"3432",1731409,"STR-2202-GYBRVH","M6J","11","University-Rosedale"
"3433",1731410,"STR-2202-HGHRVJ","M6G","11","University-Rosedale"
"3434",1731411,"STR-2202-HPPRVK","M5J","10","Spadina-Fort York"
"3435",1731412,"STR-2202-HWVRVL","M5R","11","University-Rosedale"
"3436",1731413,"STR-2202-JFBRVM","M2N","18","Willowdale"
"3437",1731414,"STR-2202-FKLDVB","M2M","18","Willowdale"
"3438",1731415,"STR-2202-FSSDVC","M6K","04","Parkdale-High Park"
"3439",1731416,"STR-2202-FZYDVD","M6N","05","York South-Weston"
"3440",1731417,"STR-2202-GRLDVG","M5V","10","Spadina-Fort York"
"3441",1731418,"STR-2202-GYSDVH","M4Y","13","Toronto Centre"
"3442",1731419,"STR-2202-HQFDVK","M5J","10","Spadina-Fort York"
"3443",1731420,"STR-2202-HXLDVL","M9B","3.0","Etobicoke-Lakeshore"
"3444",1731421,"STR-2202-FLBRVB","M5M","08","Eglinton-Lawrence"
"3445",1731422,"STR-2202-FTHRVC","M5J","10","Spadina-Fort York"
"3446",1731423,"STR-2202-GBPRVD","M9W","01","Etobicoke North"
"3447",1731424,"STR-2202-GJVRVF","M6H","09","Davenport"
"3448",1731425,"STR-2202-GZHRVH","M5V","10","Spadina-Fort York"
"3449",1731426,"STR-2202-HHPRVJ","M1L","20","Scarborough Southwest"
"3450",1731427,"STR-2202-HQVRVK","M4Y","13","Toronto Centre"
"3451",1731428,"STR-2202-HYBRVL","M6P","09","Davenport"
"3452",1731429,"STR-2202-JGHRVM","M4M","14","Toronto-Danforth"
"3453",1731430,"STR-2202-FTYDVC","M4C","19","Beaches-East York"
"3454",1731431,"STR-2202-GKLDVF","M9M","07","Humber River-Black Creek"
"3455",1731432,"STR-2202-GSSDVG","M6K","10","Spadina-Fort York"
"3456",1731433,"STR-2203-HZZKVM","M8Z","03","Etobicoke-Lakeshore"
"3457",1731434,"STR-2202-GZYDVH","M1E","24","Scarborough-Guildwood"
"3458",1731435,"STR-2202-HJFDVJ","M6E","09","Davenport"
"3459",1731436,"STR-2202-HRLDVK","M4M","14","Toronto-Danforth"
"3460",1731437,"STR-2202-HYSDVL","M5V","10","Spadina-Fort York"
"3461",1731438,"STR-2202-JGYDVM","M1N","20","Scarborough Southwest"
"3462",1731439,"STR-2202-FMJXVC","M1M","20","Scarborough Southwest"
"3463",1731440,"STR-2202-FVQXVD","M4L","14","Toronto-Danforth"
"3464",1731441,"STR-2202-GCWXVF","M4R","08","Eglinton-Lawrence"
"3465",1731442,"STR-2202-GTJXVH","M4V","12","Toronto-St. Paul's"
"3466",1731443,"STR-2202-HBQXVJ","M6R","04","Parkdale-High Park"
"3467",1731444,"STR-2202-GDMKVF","M5R","11","University-Rosedale"
"3468",1731445,"STR-2202-GLTKVG","M4J","14","Toronto-Danforth"
"3469",1731446,"STR-2202-GTZKVH","M8Y","03","Etobicoke-Lakeshore"
"3470",1731447,"STR-2202-HCGKVJ","M5V","10","Spadina-Fort York"
"3471",1731448,"STR-2202-HKMKVK","M3N","07","Humber River-Black Creek"
"3472",1731449,"STR-2203-HSTKVL","M6N","05","York South-Weston"
"3473",1731450,"STR-2203-FGJXVB","M3B","16","Don Valley East"
"3474",1731451,"STR-2203-FPQXVC","M3K","06","York Centre"
"3475",1731452,"STR-2203-FWWXVD","M5B","13","Toronto Centre"
"3476",1731453,"STR-2203-GVQXVH","M5T","11","University-Rosedale"
"3477",1731454,"STR-2203-HCWXVJ","M6H","09","Davenport"
"3478",1731455,"STR-2203-HLCXVK","M4X","13","Toronto Centre"
"3479",1731456,"STR-2203-JBQXVM","M9C","02","Etobicoke Centre"
"3480",1731457,"STR-2203-FGZKVB","M6K","04","Parkdale-High Park"
"3481",1731458,"STR-2203-FQGKVC","M4S","12","Toronto-St. Paul's"
