"","postal_code","ward_name"
"4947","M1K","Scarborough Southwest"
"4948","M5A","Toronto Centre"
"4949","M8W","Etobicoke-Lakeshore"
"4950","M6A","Eglinton-Lawrence"
"4951","M1X","Scarborough North"
"4952","M5B","Toronto Centre"
"4953","M4L","Beaches-East York"
"4954","M5V","Spadina-Fort York"
"4955","M5V","Spadina-Fort York"
"4956","M5E","Toronto Centre"
"4957","M5R","University-Rosedale"
"4958","M6J","Davenport"
"4959","M5V","Spadina-Fort York"
"4960","M4C","Beaches-East York"
"4961","M1M","Scarborough Southwest"
"4962","M6K","Spadina-Fort York"
"4963","M2M","Willowdale"
"4964","M5V","Spadina-Fort York"
"4965","M6E","St.Paul's"
"4966","M5J","Spadina-Fort York"
"4967","M4S","St.Paul's"
"4968","M5J","Spadina-Fort York"
"4969","M6K","Spadina-Fort York"
"4970","M4L","Beaches-East York"
"4971","M4M","Toronto-Danforth"
"4972","M5V","Spadina-Fort York"
"4973","M6N","Davenport"
"4974","M4W","University-Rosedale"
"4975","M5V","Spadina-Fort York"
"4976","M6G","University-Rosedale"
"4977","M3H","York Centre"
"4978","M6J","University-Rosedale"
"4979","M5H","Spadina-Fort York"
"4980","M4M","Toronto-Danforth"
"4981","M1T","Scarborough-Agincourt"
"4982","M8Z","Etobicoke-Lakeshore"
"4983","M5T","University-Rosedale"
"4984","M5J","Spadina-Fort York"
"4985","M4Y","Toronto Centre"
"4986","M2N","Willowdale"
"4987","M6E","St.Paul's"
"4988","M5A","Toronto Centre"
"4989","M8W","Etobicoke-Lakeshore"
"4990","M6K","Parkdale-High Park"
"4991","M5V","Spadina-Fort York"
"4992","M6J","University-Rosedale"
"4993","M2N","Willowdale"
"4994","M1X","Scarborough-Rouge Park"
"4995","M9R","Etobicoke North"
"4996","M6P","Parkdale-High Park"
"4997","M9N","York South-Weston"
"4998","M6K","Spadina-Fort York"
"4999","M5A","Toronto Centre"
"5000","M5J","Spadina-Fort York"
"5001","M9P","Etobicoke Centre"
"5002","M9C","Etobicoke Centre"
"5003","M2J","Don Valley North"
"5004","M5S","University-Rosedale"
"5005","M6P","Davenport"
"5006","M6M","York South-Weston"
"5007","M9M","Humber River-Black Creek"
"5008","M5J","Spadina-Fort York"
"5009","M6K","Spadina-Fort York"
"5010","M5B","Toronto Centre"
"5011","M5S","Toronto Centre"
"5012","M6H","Davenport"
"5013","M4K","Toronto-Danforth"
"5014","M5R","University-Rosedale"
"5015","M3A","Don Valley East"
"5016","M5V","Spadina-Fort York"
"5017","M2M","Willowdale"
"5018","M2R","York Centre"
"5019","M5T","Spadina-Fort York"
"5020","M6J","Spadina-Fort York"
"5021","M9M","Humber River-Black Creek"
"5022","M6G","St.Paul's"
"5023","M6K","Spadina-Fort York"
"5024","M5V","Spadina-Fort York"
"5025","M5V","Spadina-Fort York"
"5026","M4K","Toronto-Danforth"
"5027","M1T","Scarborough-Agincourt"
"5028","M4E","Beaches-East York"
"5029","M6G","University-Rosedale"
"5030","M6K","Parkdale-High Park"
"5031","M5S","Toronto Centre"
"5032","M5J","Spadina-Fort York"
"5033","M4L","Beaches-East York"
"5034","M6J","Spadina-Fort York"
"5035","M5J","Spadina-Fort York"
"5036","M5J","Spadina-Fort York"
"5037","M4S","St.Paul's"
"5038","M6J","Davenport"
"5039","M2J","Don Valley North"
"5040","M5R","University-Rosedale"
"5041","M4M","Toronto-Danforth"
"5042","M6G","University-Rosedale"
"5043","M6J","Spadina-Fort York"
"5044","M5V","Spadina-Fort York"
"5045","M6N","Davenport"
"5046","M5B","Toronto Centre"
"5047","M6K","Parkdale-High Park"
"5048","M6K","Spadina-Fort York"
"5049","M4C","Beaches-East York"
"5050","M6J","Spadina-Fort York"
"5051","M5T","University-Rosedale"
"5052","M5A","Toronto Centre"
"5053","M5V","Spadina-Fort York"
"5054","M6J","University-Rosedale"
"5055","M5V","Spadina-Fort York"
"5056","M6K","Parkdale-High Park"
"5057","M6E","Eglinton-Lawrence"
"5058","M4Y","Toronto Centre"
"5059","M1N","Scarborough Southwest"
"5060","M5V","Spadina-Fort York"
"5061","M2R","Willowdale"
"5062","M4W","University-Rosedale"
"5063","M6G","St.Paul's"
"5064","M3N","Humber River-Black Creek"
"5065","M5P","St.Paul's"
"5066","M4L","Toronto-Danforth"
"5067","M9C","Etobicoke Centre"
"5068","M9C","Etobicoke-Lakeshore"
"5069","M6K","Spadina-Fort York"
"5070","M4E","Beaches-East York"
"5071","M1K","Scarborough Southwest"
"5072","M3L","York Centre"
"5073","M1B","Scarborough-Rouge Park"
"5074","M1J","Scarborough Centre"
"5075","M5J","Spadina-Fort York"
"5076","M5V","Spadina-Fort York"
"5077","M4L","Toronto-Danforth"
"5078","M5V","Spadina-Fort York"
"5079","M5R","University-Rosedale"
"5080","M1G","Scarborough-Guildwood"
"5081","M2M","Willowdale"
"5082","M6K","Spadina-Fort York"
"5083","M6S","Parkdale-High Park"
"5084","M5T","Spadina-Fort York"
"5085","M5V","Spadina-Fort York"
"5086","M5B","Toronto Centre"
"5087","M5J","Spadina-Fort York"
"5088","M1K","Scarborough Southwest"
"5089","M5J","Spadina-Fort York"
"5090","M5V","Spadina-Fort York"
"5091","M5V","Spadina-Fort York"
"5092","M6J","Davenport"
"5093","M6J","Davenport"
"5094","M6K","Spadina-Fort York"
"5095","M5R","University-Rosedale"
"5096","M2M","Willowdale"
"5097","M5J","Spadina-Fort York"
"5098","M4G","Don Valley West"
"5099","M8V","Etobicoke-Lakeshore"
"5100","M5S","University-Rosedale"
"5101","M2J","Don Valley North"
"5102","M2L","Don Valley West"
"5103","M9V","Etobicoke North"
"5104","M2N","Willowdale"
"5105","M6K","Spadina-Fort York"
"5106","M4Y","Toronto Centre"
"5107","M4Y","Toronto Centre"
"5108","M2M","Willowdale"
"5109","M4L","Toronto-Danforth"
"5110","M1X","Scarborough-Rouge Park"
"5111","M4X","Toronto Centre"
"5112","M4M","Toronto-Danforth"
"5113","M6P","Davenport"
"5114","M6P","Parkdale-High Park"
"5115","M5J","Spadina-Fort York"
"5116","M5J","Spadina-Fort York"
"5117","M3H","York Centre"
"5118","M5S","University-Rosedale"
"5119","M5V","Spadina-Fort York"
"5120","M4S","St.Paul's"
"5121","M6G","University-Rosedale"
"5122","M5V","Spadina-Fort York"
"5123","M2J","Don Valley North"
"5124","M1N","Scarborough Southwest"
"5125","M2J","Don Valley North"
"5126","M4J","Toronto-Danforth"
"5127","M5J","Spadina-Fort York"
"5128","M5A","Toronto Centre"
"5129","M9V","Etobicoke North"
"5130","M6H","Davenport"
"5131","M4P","Don Valley West"
"5132","M5P","St.Paul's"
"5133","M6A","Eglinton-Lawrence"
"5134","M9C","Etobicoke Centre"
"5135","M5T","University-Rosedale"
"5136","M4M","Toronto-Danforth"
"5137","M5V","Spadina-Fort York"
"5138","M5J","Spadina-Fort York"
"5139","M5B","Toronto Centre"
"5140","M4S","St.Paul's"
"5141","M6E","Davenport"
"5142","M1G","Scarborough-Guildwood"
"5143","M6J","Davenport"
"5144","M4E","Beaches-East York"
"5145","M6J","Spadina-Fort York"
"5146","M4C","Beaches-East York"
"5147","M5V","Spadina-Fort York"
"5148","M5B","Toronto Centre"
"5149","M9C","Etobicoke Centre"
"5150","M5S","Toronto Centre"
"5151","M6H","Davenport"
"5152","M6J","Spadina-Fort York"
"5153","M5E","Spadina-Fort York"
"5154","M2H","Don Valley North"
"5155","M5J","Spadina-Fort York"
"5156","M5V","Spadina-Fort York"
"5157","M5R","University-Rosedale"
"5158","M6J","Spadina-Fort York"
"5159","M5B","Toronto Centre"
"5160","M8Y","Etobicoke-Lakeshore"
"5161","M5R","University-Rosedale"
"5162","M5V","Spadina-Fort York"
"5163","M9W","Etobicoke North"
"5164","M4Y","Toronto Centre"
"5165","M6K","Spadina-Fort York"
"5166","M2N","Willowdale"
"5167","M5A","Toronto Centre"
"5168","M2H","Don Valley North"
"5169","M3J","Humber River-Black Creek"
"5170","M2N","Willowdale"
"5171","M1L","Scarborough Southwest"
"5172","M2M","Willowdale"
"5173","M5A","Toronto Centre"
"5174","M8V","Etobicoke-Lakeshore"
"5175","M5V","Spadina-Fort York"
"5176","M5J","Spadina-Fort York"
"5177","M6H","Davenport"
"5178","M5V","Spadina-Fort York"
"5179","M6J","Davenport"
"5180","M1V","Scarborough North"
"5181","M6H","Davenport"
"5182","M4W","University-Rosedale"
"5183","M6J","University-Rosedale"
"5184","M4J","Toronto-Danforth"
"5185","M9A","Etobicoke Centre"
"5186","M5J","Spadina-Fort York"
"5187","M6G","University-Rosedale"
"5188","M5T","Spadina-Fort York"
"5189","M5V","Spadina-Fort York"
"5190","M6H","Davenport"
"5191","M5V","Spadina-Fort York"
"5192","M5V","Spadina-Fort York"
"5193","M6K","Parkdale-High Park"
"5194","M6E","St.Paul's"
"5195","M2J","Don Valley North"
"5196","M1L","Scarborough Southwest"
"5197","M9C","Etobicoke Centre"
"5198","M6J","Spadina-Fort York"
"5199","M9B","Etobicoke Centre"
"5200","M5V","Spadina-Fort York"
"5201","M6G","University-Rosedale"
"5202","M6J","University-Rosedale"
"5203","M5J","Spadina-Fort York"
"5204","M5V","Spadina-Fort York"
"5205","M5V","Spadina-Fort York"
"5206","M4C","Beaches-East York"
"5207","M5J","Spadina-Fort York"
"5208","M5J","Spadina-Fort York"
"5209","M5J","Spadina-Fort York"
"5210","M9C","Etobicoke Centre"
"5211","M8V","Etobicoke-Lakeshore"
"5212","M4J","Toronto-Danforth"
"5213","M5T","Spadina-Fort York"
"5214","M6P","Parkdale-High Park"
"5215","M5V","Spadina-Fort York"
"5216","M4P","St.Paul's"
"5217","M3J","York Centre"
"5218","M1E","Scarborough-Rouge Park"
"5219","M6P","Parkdale-High Park"
"5220","M1B","Scarborough-Rouge Park"
"5221","M6J","Spadina-Fort York"
"5222","M5V","Spadina-Fort York"
"5223","M1V","Scarborough North"
"5224","M6E","Davenport"
"5225","M8Y","Etobicoke-Lakeshore"
"5226","M5A","Toronto Centre"
"5227","M6J","Davenport"
"5228","M5V","Spadina-Fort York"
"5229","M4X","Toronto Centre"
"5230","M5V","Spadina-Fort York"
"5231","M4M","Toronto-Danforth"
"5232","M5S","University-Rosedale"
"5233","M8V","Etobicoke-Lakeshore"
"5234","M4M","Toronto-Danforth"
"5235","M2K","Don Valley North"
"5236","M6E","Davenport"
"5237","M3J","Humber River-Black Creek"
"5238","M8V","Etobicoke-Lakeshore"
"5239","M6E","Davenport"
"5240","M9W","Etobicoke North"
"5241","M6H","Davenport"
"5242","M5V","Spadina-Fort York"
"5243","M4S","St.Paul's"
"5244","M6H","Davenport"
"5245","M1N","Scarborough Southwest"
"5246","M1M","Scarborough Southwest"
"5247","M5A","Toronto Centre"
"5248","M1B","Scarborough-Rouge Park"
"5249","M9C","Etobicoke-Lakeshore"
"5250","M6P","Parkdale-High Park"
"5251","M1J","Scarborough Centre"
"5252","M5V","Spadina-Fort York"
"5253","M4M","Toronto-Danforth"
"5254","M2J","Don Valley North"
"5255","M5V","Spadina-Fort York"
"5256","M3C","Don Valley East"
"5257","M4R","Eglinton-Lawrence"
"5258","M6G","University-Rosedale"
"5259","M5R","University-Rosedale"
"5260","M4R","Eglinton-Lawrence"
"5261","M5V","Spadina-Fort York"
"5262","M5V","Spadina-Fort York"
"5263","M5V","Spadina-Fort York"
"5264","M5V","Spadina-Fort York"
"5265","M9M","Humber River-Black Creek"
"5266","M4X","Toronto Centre"
"5267","M4Y","Toronto Centre"
"5268","M5V","Spadina-Fort York"
"5269","M6H","Davenport"
"5270","M5H","Spadina-Fort York"
"5271","M5T","Spadina-Fort York"
"5272","M5V","Spadina-Fort York"
"5273","M5V","Spadina-Fort York"
"5274","M6H","Davenport"
"5275","M3C","Don Valley East"
"5276","M5T","Spadina-Fort York"
"5277","M6J","Spadina-Fort York"
"5278","M4X","Toronto Centre"
"5279","M1K","Scarborough Southwest"
"5280","M5V","Spadina-Fort York"
"5281","M2K","Don Valley North"
"5282","M4E","Beaches-East York"
"5283","M4C","Beaches-East York"
"5284","M4K","Toronto-Danforth"
"5285","M9R","Etobicoke North"
"5286","M5V","Spadina-Fort York"
"5287","M6P","Davenport"
"5288","M5V","Spadina-Fort York"
"5289","M1E","Scarborough-Guildwood"
"5290","M5V","Spadina-Fort York"
"5291","M5A","Toronto Centre"
"5292","M6M","York South-Weston"
"5293","M5V","Spadina-Fort York"
"5294","M4Y","Toronto Centre"
"5295","M5R","University-Rosedale"
"5296","M6R","Parkdale-High Park"
"5297","M1C","Scarborough-Rouge Park"
"5298","M1R","Scarborough Centre"
"5299","M5A","Toronto Centre"
"5300","M5P","St.Paul's"
"5301","M4J","Toronto-Danforth"
"5302","M6N","York South-Weston"
"5303","M5A","Toronto Centre"
"5304","M5T","Spadina-Fort York"
"5305","M5V","Spadina-Fort York"
"5306","M4X","Toronto Centre"
"5307","M5C","Toronto Centre"
"5308","M2N","Willowdale"
"5309","M8V","Etobicoke-Lakeshore"
"5310","M9C","Etobicoke Centre"
"5311","M6R","Parkdale-High Park"
"5312","M5J","Spadina-Fort York"
"5313","M5V","Spadina-Fort York"
"5314","M5V","Spadina-Fort York"
"5315","M5V","Spadina-Fort York"
"5316","M6K","Spadina-Fort York"
"5317","M4L","Toronto-Danforth"
"5318","M6K","Spadina-Fort York"
"5319","M5T","Spadina-Fort York"
"5320","M5V","Spadina-Fort York"
"5321","M5V","Spadina-Fort York"
"5322","M5R","University-Rosedale"
"5323","M5J","Spadina-Fort York"
"5324","M8Z","Etobicoke-Lakeshore"
"5325","M5J","Spadina-Fort York"
"5326","M6N","York South-Weston"
"5327","M1L","Scarborough Southwest"
"5328","M6P","Parkdale-High Park"
"5329","M3H","York Centre"
"5330","M2N","Willowdale"
"5331","M5S","Toronto Centre"
"5332","M5R","University-Rosedale"
"5333","M6K","Spadina-Fort York"
"5334","M1N","Scarborough Southwest"
"5335","M6C","Davenport"
"5336","M1P","Scarborough Centre"
"5337","M6N","Davenport"
"5338","M6S","Parkdale-High Park"
"5339","M5S","University-Rosedale"
"5340","M6H","Davenport"
"5341","M4J","Toronto-Danforth"
"5342","M6L","York South-Weston"
"5343","M5A","Toronto Centre"
"5344","M5B","Toronto Centre"
"5345","M2P","Don Valley West"
"5346","M6K","Spadina-Fort York"
"5347","M4G","Don Valley West"
"5348","M5J","Spadina-Fort York"
"5349","M8V","Etobicoke-Lakeshore"
"5350","M6P","Parkdale-High Park"
"5351","M6G","St.Paul's"
"5352","M5V","Spadina-Fort York"
"5353","M6K","Spadina-Fort York"
"5354","M5V","Spadina-Fort York"
"5355","M4R","Eglinton-Lawrence"
"5356","M2J","Don Valley North"
"5357","M8Y","Etobicoke-Lakeshore"
"5358","M5R","St.Paul's"
"5359","M5V","Spadina-Fort York"
"5360","M5R","University-Rosedale"
"5361","M4Y","Toronto Centre"
"5362","M8W","Etobicoke-Lakeshore"
"5363","M6E","Eglinton-Lawrence"
"5364","M4P","St.Paul's"
"5365","M1R","Scarborough Centre"
"5366","M6H","Davenport"
"5367","M2N","Willowdale"
"5368","M4L","Beaches-East York"
"5369","M5V","Spadina-Fort York"
"5370","M8V","Etobicoke-Lakeshore"
"5371","M6M","York South-Weston"
"5372","M2K","Don Valley North"
"5373","M6S","Parkdale-High Park"
"5374","M3C","Don Valley East"
"5375","M3H","York Centre"
"5376","M6A","Eglinton-Lawrence"
"5377","M6G","University-Rosedale"
"5378","M6J","Davenport"
"5379","M5G","University-Rosedale"
"5380","M2K","Don Valley North"
"5381","M8V","Etobicoke-Lakeshore"
"5382","M5V","Spadina-Fort York"
"5383","M3K","York Centre"
"5384","M5V","Spadina-Fort York"
"5385","M8V","Etobicoke-Lakeshore"
"5386","M5R","University-Rosedale"
"5387","M1B","Scarborough-Rouge Park"
"5388","M3N","Humber River-Black Creek"
"5389","M2N","Willowdale"
"5390","M5V","Spadina-Fort York"
"5391","M5B","Toronto Centre"
"5392","M5J","Spadina-Fort York"
"5393","M5S","University-Rosedale"
"5394","M2R","York Centre"
"5395","M9N","York South-Weston"
"5396","M4Y","Toronto Centre"
"5397","M4Y","Toronto Centre"
"5398","M4W","University-Rosedale"
"5399","M9M","Humber River-Black Creek"
"5400","M5A","Toronto Centre"
"5401","M2J","Don Valley North"
"5402","M9R","Etobicoke North"
"5403","M5A","Toronto Centre"
"5404","M5V","Spadina-Fort York"
"5405","M6G","University-Rosedale"
"5406","M8V","Etobicoke-Lakeshore"
"5407","M5V","Spadina-Fort York"
"5408","M4X","Toronto Centre"
"5409","M1L","Scarborough Southwest"
"5410","M4P","Don Valley West"
"5411","M4Y","Toronto Centre"
"5412","M4Y","Toronto Centre"
"5413","M6C","St.Paul's"
"5414","M1C","Scarborough-Rouge Park"
"5415","M9N","York South-Weston"
"5416","M5A","Spadina-Fort York"
"5417","M1P","Scarborough Centre"
"5418","M4Y","Toronto Centre"
"5419","M5A","Spadina-Fort York"
"5420","M2J","Don Valley North"
"5421","M4L","Toronto-Danforth"
"5422","M5B","Toronto Centre"
"5423","M6K","Spadina-Fort York"
"5424","M8V","Etobicoke-Lakeshore"
"5425","M9W","Etobicoke North"
"5426","M6E","Davenport"
"5427","M9C","Etobicoke Centre"
"5428","M5B","Toronto Centre"
"5429","M6K","Parkdale-High Park"
"5430","M4E","Beaches-East York"
"5431","M6K","Spadina-Fort York"
"5432","M3K","York Centre"
"5433","M6J","Spadina-Fort York"
"5434","M5V","Spadina-Fort York"
"5435","M5A","Toronto Centre"
"5436","M6N","York South-Weston"
"5437","M4T","University-Rosedale"
"5438","M6M","York South-Weston"
"5439","M6P","Parkdale-High Park"
"5440","M5V","Spadina-Fort York"
"5441","M9C","Etobicoke Centre"
"5442","M2M","Willowdale"
"5443","M5V","Spadina-Fort York"
"5444","M5J","Spadina-Fort York"
"5445","M5V","Spadina-Fort York"
"5446","M5A","Toronto Centre"
"5447","M5V","Spadina-Fort York"
"5448","M5V","Spadina-Fort York"
"5449","M2N","Willowdale"
"5450","M6J","University-Rosedale"
"5451","M6J","University-Rosedale"
"5452","M4M","Toronto-Danforth"
"5453","M6K","Spadina-Fort York"
"5454","M2M","Willowdale"
"5455","M5V","Spadina-Fort York"
"5456","M5V","Spadina-Fort York"
"5457","M5M","Eglinton-Lawrence"
"5458","M5B","Toronto Centre"
"5459","M4E","Beaches-East York"
"5460","M6H","Davenport"
"5461","M5V","Spadina-Fort York"
"5462","M5G","Spadina-Fort York"
"5463","M6L","York South-Weston"
"5464","M6N","Davenport"
"5465","M6K","Parkdale-High Park"
"5466","M4C","Beaches-East York"
"5467","M1K","Scarborough Southwest"
"5468","M5J","Spadina-Fort York"
"5469","M8V","Etobicoke-Lakeshore"
"5470","M5J","Spadina-Fort York"
"5471","M9N","York South-Weston"
"5472","M2N","Willowdale"
"5473","M6J","Spadina-Fort York"
"5474","M5B","Toronto Centre"
"5475","M9P","Etobicoke Centre"
"5476","M6L","York South-Weston"
"5477","M3A","Don Valley East"
"5478","M1J","Scarborough Centre"
"5479","M5R","University-Rosedale"
"5480","M5R","University-Rosedale"
"5481","M4T","St.Paul's"
"5482","M1G","Scarborough-Guildwood"
"5483","M1N","Scarborough Southwest"
"5484","M5J","Spadina-Fort York"
"5485","M2M","Willowdale"
"5486","M4H","Don Valley West"
"5487","M4W","University-Rosedale"
"5488","M5G","University-Rosedale"
"5489","M3N","Humber River-Black Creek"
"5490","M6P","Parkdale-High Park"
"5491","M4M","Toronto-Danforth"
"5492","M6K","Spadina-Fort York"
"5493","M5B","Toronto Centre"
"5494","M5B","Toronto Centre"
"5495","M9R","Etobicoke North"
"5496","M6G","University-Rosedale"
"5497","M2K","Don Valley North"
"5498","M4C","Beaches-East York"
"5499","M4M","Toronto-Danforth"
"5500","M4B","Beaches-East York"
"5501","M6R","Davenport"
"5502","M4B","Beaches-East York"
"5503","M5V","Spadina-Fort York"
"5504","M5J","Spadina-Fort York"
"5505","M5A","Toronto Centre"
"5506","M4Y","Toronto Centre"
"5507","M6R","Parkdale-High Park"
"5508","M5V","Spadina-Fort York"
"5509","M6P","Parkdale-High Park"
"5510","M4K","Toronto-Danforth"
"5511","M6J","University-Rosedale"
"5512","M1W","Scarborough-Agincourt"
"5513","M5V","Spadina-Fort York"
"5514","M1W","Scarborough-Agincourt"
"5515","M9B","Etobicoke Centre"
"5516","M5V","Spadina-Fort York"
"5517","M5R","University-Rosedale"
"5518","M5V","Spadina-Fort York"
"5519","M3K","York Centre"
"5520","M6N","York South-Weston"
"5521","M5V","Spadina-Fort York"
"5522","M5J","Spadina-Fort York"
"5523","M6M","York South-Weston"
"5524","M9R","Etobicoke Centre"
"5525","M8Y","Etobicoke-Lakeshore"
"5526","M8V","Etobicoke-Lakeshore"
"5527","M2K","Don Valley North"
"5528","M5J","Spadina-Fort York"
"5529","M4J","Toronto-Danforth"
"5530","M5V","Spadina-Fort York"
"5531","M2N","Willowdale"
"5532","M6N","York South-Weston"
"5533","M8W","Etobicoke-Lakeshore"
"5534","M6J","Davenport"
"5535","M5A","Toronto Centre"
"5536","M4C","Beaches-East York"
"5537","M1E","Scarborough-Rouge Park"
"5538","M5A","Toronto Centre"
"5539","M9A","Etobicoke Centre"
"5540","M5A","Toronto Centre"
"5541","M5V","Spadina-Fort York"
"5542","M5A","Toronto Centre"
"5543","M5J","Spadina-Fort York"
"5544","M4J","Toronto-Danforth"
"5545","M5V","Spadina-Fort York"
"5546","M8V","Etobicoke-Lakeshore"
"5547","M8W","Etobicoke-Lakeshore"
"5548","M9R","Etobicoke Centre"
"5549","M1T","Scarborough-Agincourt"
"5550","M5V","Spadina-Fort York"
"5551","M5E","Toronto Centre"
"5552","M5V","Spadina-Fort York"
"5553","M5R","University-Rosedale"
"5554","M4L","Toronto-Danforth"
"5555","M5P","St.Paul's"
"5556","M1M","Scarborough Southwest"
"5557","M2R","Willowdale"
"5558","M3J","Humber River-Black Creek"
"5559","M6H","Davenport"
"5560","M9V","Etobicoke North"
"5561","M6J","Spadina-Fort York"
"5562","M2M","Willowdale"
"5563","M5T","Spadina-Fort York"
"5564","M5S","Toronto Centre"
"5565","M6R","Parkdale-High Park"
"5566","M1K","Scarborough Centre"
"5567","M5J","Spadina-Fort York"
"5568","M5V","Spadina-Fort York"
"5569","M5V","Spadina-Fort York"
"5570","M6A","Eglinton-Lawrence"
"5571","M9W","Etobicoke North"
"5572","M6H","Davenport"
"5573","M1W","Scarborough-Agincourt"
"5574","M4L","Beaches-East York"
"5575","M2N","Willowdale"
"5576","M1K","Scarborough Southwest"
"5577","M6C","Davenport"
"5578","M4Y","Toronto Centre"
"5579","M6A","Eglinton-Lawrence"
"5580","M1G","Scarborough-Guildwood"
"5581","M3J","Humber River-Black Creek"
"5582","M4W","University-Rosedale"
"5583","M4E","Beaches-East York"
"5584","M3J","Humber River-Black Creek"
"5585","M2H","Don Valley North"
"5586","M5S","University-Rosedale"
"5587","M3B","Don Valley West"
"5588","M5V","Spadina-Fort York"
"5589","M3J","York Centre"
"5590","M6J","Spadina-Fort York"
"5591","M3C","Don Valley East"
"5592","M2M","Willowdale"
"5593","M5V","Spadina-Fort York"
"5594","M6S","Parkdale-High Park"
"5595","M5V","Spadina-Fort York"
"5596","M1W","Scarborough-Agincourt"
"5597","M6N","York South-Weston"
"5598","M6J","Spadina-Fort York"
"5599","M5V","Spadina-Fort York"
"5600","M6R","Parkdale-High Park"
"5601","M1K","Scarborough Southwest"
"5602","M6G","University-Rosedale"
"5603","M4Y","Toronto Centre"
"5604","M5V","Spadina-Fort York"
"5605","M5J","Spadina-Fort York"
"5606","M3J","Humber River-Black Creek"
"5607","M1L","Scarborough Southwest"
"5608","M1T","Scarborough-Agincourt"
"5609","M6M","York South-Weston"
"5610","M6J","University-Rosedale"
"5611","M2J","Don Valley North"
"5612","M4J","Toronto-Danforth"
"5613","M5V","Spadina-Fort York"
"5614","M5M","Eglinton-Lawrence"
"5615","M4B","Scarborough Southwest"
"5616","M6J","Spadina-Fort York"
"5617","M6K","Spadina-Fort York"
"5618","M4C","Beaches-East York"
"5619","M6C","St.Paul's"
"5620","M2J","Don Valley North"
"5621","M5V","Spadina-Fort York"
"5622","M9B","Etobicoke-Lakeshore"
"5623","M3C","Don Valley East"
"5624","M4X","Toronto Centre"
"5625","M5V","Spadina-Fort York"
"5626","M5J","Spadina-Fort York"
"5627","M4Y","Toronto Centre"
"5628","M5A","Toronto Centre"
"5629","M5G","University-Rosedale"
"5630","M6G","University-Rosedale"
"5631","M4Y","Toronto Centre"
"5632","M5S","Toronto Centre"
"5633","M5J","Spadina-Fort York"
"5634","M5V","Spadina-Fort York"
"5635","M5V","Spadina-Fort York"
"5636","M4S","St.Paul's"
"5637","M2N","Willowdale"
"5638","M5V","Spadina-Fort York"
"5639","M2K","Don Valley North"
"5640","M4R","Eglinton-Lawrence"
"5641","M5J","Spadina-Fort York"
"5642","M6P","Davenport"
"5643","M6S","Parkdale-High Park"
"5644","M2N","Willowdale"
"5645","M5V","Spadina-Fort York"
"5646","M8Y","Etobicoke-Lakeshore"
"5647","M4W","University-Rosedale"
"5648","M5S","University-Rosedale"
"5649","M2M","Willowdale"
"5650","M1B","Scarborough-Rouge Park"
"5651","M6G","University-Rosedale"
"5652","M5J","Spadina-Fort York"
"5653","M9A","Etobicoke Centre"
"5654","M1R","Scarborough Centre"
"5655","M5V","Spadina-Fort York"
"5656","M1E","Scarborough-Guildwood"
"5657","M5V","Spadina-Fort York"
"5658","M1P","Scarborough Centre"
"5659","M6K","Parkdale-High Park"
"5660","M1R","Scarborough Centre"
"5661","M6P","Parkdale-High Park"
"5662","M1K","Scarborough Southwest"
"5663","M9N","York South-Weston"
"5664","M5V","Spadina-Fort York"
"5665","M6K","Parkdale-High Park"
"5666","M1S","Scarborough North"
"5667","M4L","Beaches-East York"
"5668","M4X","Toronto Centre"
"5669","M5V","Spadina-Fort York"
"5670","M2K","Don Valley North"
"5671","M2N","Willowdale"
"5672","M1W","Scarborough-Agincourt"
"5673","M6J","Davenport"
"5674","M5J","Spadina-Fort York"
"5675","M8Y","Etobicoke-Lakeshore"
"5676","M8V","Etobicoke-Lakeshore"
"5677","M9M","Humber River-Black Creek"
"5678","M4L","Toronto-Danforth"
"5679","M5J","Spadina-Fort York"
"5680","M6E","Davenport"
"5681","M5V","Spadina-Fort York"
"5682","M6H","Davenport"
"5683","M9C","Etobicoke Centre"
"5684","M1W","Scarborough-Agincourt"
"5685","M6K","Spadina-Fort York"
"5686","M5V","Spadina-Fort York"
"5687","M4J","Toronto-Danforth"
"5688","M9B","Etobicoke Centre"
"5689","M9W","Etobicoke North"
"5690","M6K","Parkdale-High Park"
"5691","M5V","Spadina-Fort York"
"5692","M5B","Toronto Centre"
"5693","M5V","Spadina-Fort York"
"5694","M6N","York South-Weston"
"5695","M9W","Etobicoke North"
"5696","M6K","Parkdale-High Park"
"5697","M5A","Toronto Centre"
"5698","M5E","Spadina-Fort York"
"5699","M4M","Toronto-Danforth"
"5700","M2N","Willowdale"
"5701","M5J","Spadina-Fort York"
"5702","M6K","Parkdale-High Park"
"5703","M6G","St.Paul's"
"5704","M4Y","Toronto Centre"
"5705","M5R","University-Rosedale"
"5706","M5V","Spadina-Fort York"
"5707","M6J","Davenport"
"5708","M4Y","Toronto Centre"
"5709","M6A","Eglinton-Lawrence"
"5710","M4C","Beaches-East York"
"5711","M4M","Toronto-Danforth"
"5712","M4M","Toronto-Danforth"
"5713","M2N","Willowdale"
"5714","M5S","Toronto Centre"
"5715","M3K","York Centre"
"5716","M5E","Spadina-Fort York"
"5717","M5V","Spadina-Fort York"
"5718","M6K","Spadina-Fort York"
"5719","M5P","St.Paul's"
"5720","M4M","Toronto-Danforth"
"5721","M6K","Spadina-Fort York"
"5722","M5E","Toronto Centre"
"5723","M5V","Spadina-Fort York"
